kepoi_name,kepler_name,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_kepmag,target
K01089.01,Kepler-418 b,0.934,0,0,0,0,86.67856052,6.262e-05,-6.262e-05,175.597013,0.000584,-0.000584,0.291,0.075,-0.173,10.1289,0.0515,-0.0515,8244.1,28.7,-28.7,9.83,1.48,-1.2,434.0,,,8.41,3.54,-2.43,318.3,1.0,5822.0,105.0,-116.0,4.351,0.115,-0.115,1.081,0.162,-0.132,14.696,1
K01089.02,Kepler-418 c,1.0,0,0,0,0,12.21828097,1.128e-05,-1.128e-05,140.321095,0.000745,-0.000745,0.778,0.027,-0.556,2.6969,0.0669,-0.0669,1843.4,23.2,-23.2,5.1,0.76,-0.62,835.0,,,114.59,48.15,-33.11,90.1,2.0,5822.0,105.0,-116.0,4.351,0.115,-0.115,1.081,0.162,-0.132,14.696,1
K01090.01,,0.0,0,1,1,0,8.387210055,2.133e-06,-2.133e-06,138.903759,0.000221,-0.000221,1.284,31.34,-0.104,1.6477,0.0122,-0.0122,4952.0,33.4,-33.4,72.52,11.35,-17.05,1211.0,,,509.55,209.48,-227.16,180.6,1.0,6089.0,82.0,-82.0,4.044,0.182,-0.098,1.795,0.281,-0.422,14.01,0
K01091.01,,0.0,0,1,0,1,15.2384539,0.0001588,-0.0001588,369.56902,0.00692,-0.00692,0.74,0.051,-0.224,19.292,0.692,-0.692,7019.0,151.0,-151.0,9.84,2.84,-1.22,829.0,,,111.67,95.62,-38.34,56.0,1.0,6384.0,179.0,-246.0,4.419,0.062,-0.188,1.086,0.314,-0.134,15.148,0
K01092.01,,,0,0,0,0,0.413334492,1.39e-07,-1.39e-07,133.212225,0.000279,-0.000279,1.2313,0.1399,-0.055,2.3808,0.0267,-0.0267,2025.1,11.9,-11.9,31.52,14.67,-2.8,2509.0,,,9374.09,13020.15,-2578.93,236.9,,5973.0,161.0,-200.0,4.465,0.044,-0.311,1.016,0.473,-0.09,14.784,0
K01157.01,,0.0,0,0,1,1,0.93374614,4.81e-07,-4.81e-07,133.388153,0.000466,-0.000466,1.27,0.109,-0.1,6.551,0.0321,-0.0321,1717.5,6.3,-6.3,149.71,35.35,-113.2,3303.0,,,28084.15,21255.96,-26636.71,365.7,1.0,5438.0,193.0,-193.0,3.424,0.832,-0.156,4.319,01.02,-3.265,13.964,0
K01158.01,,0.0,0,0,1,1,6.47179275,3.896e-05,-3.896e-05,356.38477,0.00434,-0.00434,0.014,0.408,-0.014,6.788,0.122,-0.122,402.5,14.9,-14.9,02.08,0.62,-0.24,1075.0,,,316.0,275.5,-108.68,30.7,1.0,6341.0,176.0,-264.0,4.446,0.062,-0.188,1.033,0.305,-0.122,15.403,0
K01159.01,Kepler-1737 b,0.894,0,0,0,0,64.617518,0.0001938,-0.0001938,166.14425,0.00236,-0.00236,0.9,0.018,-0.064,5.796,0.235,-0.235,2486.6,50.2,-50.2,5.4,0.55,-0.61,383.0,,,05.09,1.94,-1.53,61.9,1.0,5043.0,164.0,-149.0,4.47,0.104,-0.095,0.881,0.09,-0.099,15.332,1
K01160.01,Kepler-781 b,1.0,0,0,0,0,13.21409607,3.701e-05,-3.701e-05,140.58492,0.00246,-0.00246,0.812,0.106,-0.606,3.5641,0.07,-0.07,1154.8,35.1,-35.1,2.77,0.43,-0.23,629.0,,,36.95,18.38,-9.05,38.0,1.0,5333.0,159.0,-143.0,4.62,0.032,-0.097,0.728,0.112,-0.06,15.987,1
K01161.01,Kepler-272 c,1.0,0,0,0,0,6.05729966,1.792e-05,-1.792e-05,135.92756,0.00236,-0.00236,0.219,0.248,-0.219,3.7419,0.0742,-0.0742,385.2,11.8,-11.8,1.94,0.21,-0.26,947.0,,,189.98,58.52,-55.9,35.1,1.0,5334.0,79.0,-79.0,4.372,0.132,-0.077,1.004,0.111,-0.135,14.678,1
K00953.01,Kepler-740 b,1.0,0,0,0,0,3.584101048,1.916e-06,-1.916e-06,170.427829,0.000422,-0.000422,0.045,0.319,-0.045,2.7316,0.0206,-0.0206,2608.1,18.1,-18.1,4.66,1.34,-0.44,1131.0,,,386.66,332.86,-109.75,166.3,1.0,5739.0,171.0,-188.0,4.518,0.048,-0.204,0.922,0.264,-0.088,15.954,1
K00013.01,Kepler-13 b,0.875,0,1,0,0,1.763587535,4.2e-08,-4.2e-08,120.5659254,1.99e-05,-1.99e-05,0.512,0.007,-0.008,3.16877,0.0029,-0.0029,4590.6,1.5,-1.5,21.42,6.33,-9.48,3559.0,,,37958.27,32770.23,-28302.96,4061.9,1.0,9107.0,242.0,-443.0,3.867,0.343,-0.147,3.031,0.895,-1.342,9.958,1
K00131.01,Kepler-471 b,1.0,0,0,0,0,5.014234733,8.59e-07,-8.59e-07,133.174289,0.000141,-0.000141,0.066,0.029,-0.066,4.589,0.00525,-0.00525,6536.0,9.5,-9.5,10.63,3.57,-1.53,1308.0,,,692.13,665.33,-253.54,794.3,1.0,6490.0,155.0,-232.0,4.32,0.067,-0.202,1.307,0.439,-0.188,13.797,1
K00954.01,Kepler-259 b,1.0,0,0,0,0,8.11528727,1.34e-05,-1.34e-05,174.52257,0.00142,-0.00142,0.916,0.005,-0.631,3.211,0.1,-0.1,834.9,15.3,-15.3,3.1,0.9,-0.3,879.0,,,140.92,120.76,-39.2,59.1,1.0,5926.0,160.0,-178.0,4.532,0.036,-0.204,0.887,0.259,-0.086,15.219,1
K00954.02,Kepler-259 c,1.0,0,0,0,0,36.9250409,0.0001165,-0.0001165,174.22246,0.00236,-0.00236,0.838,0.043,-0.611,4.9381,0.0738,-0.0738,902.0,24.3,-24.3,03.01,0.88,-0.29,530.0,,,18.7,16.02,-5.2,39.3,2.0,5926.0,160.0,-178.0,4.532,0.036,-0.204,0.887,0.259,-0.086,15.219,1
K01025.01,,0.0,0,1,1,0,37.4783492,0.0002939,-0.0002939,157.31713,0.00603,-0.00603,1.161,68.41,-0.38,5.317,0.341,-0.341,1467.9,84.6,-84.6,10.05,0.78,-1.03,262.0,,,1.12,0.27,-0.29,18.3,1.0,3687.0,65.0,-80.0,4.813,0.048,-0.036,0.44,0.034,-0.045,15.501,0
K01028.01,,0.0,0,0,1,1,8.09695764,2.329e-05,-2.329e-05,140.74216,0.00238,-0.00238,1.165,41.48,-0.021,3.319,0.118,-0.118,283.5,9.4,-9.4,34.0,5.2,-7.78,1197.0,,,484.58,194.86,-211.75,35.4,1.0,5949.0,80.0,-80.0,4.024,0.203,-0.087,1.707,0.261,-0.391,13.295,0
K01029.01,Kepler-1732 b,1.0,0,0,0,0,32.3122867,0.0001736,-0.0001736,133.867,0.0047,-0.0047,0.934,0.005,-0.646,6.569,0.208,-0.208,677.8,22.6,-22.6,4.84,0.79,-1.06,699.0,,,56.49,24.19,-23.8,33.6,1.0,5821.0,79.0,-79.0,4.108,0.182,-0.098,1.494,0.244,-0.326,14.757,1
K01030.01,Kepler-1733 b,0.997,0,0,0,0,9.22961384,4.278e-05,-4.278e-05,138.43961,0.00422,-0.00422,0.067,0.393,-0.067,2.235,0.117,-0.117,492.1,29.7,-29.7,2.79,0.47,-0.19,1021.0,,,257.11,111.43,-45.91,19.3,1.0,6320.0,75.0,-88.0,4.347,0.032,-0.12,1.252,0.212,-0.085,15.399,1
K01031.01,Kepler-754 b,0.885,0,0,0,0,14.5598556,0.0001612,-0.0001612,135.95038,0.0089,-0.0089,0.026,0.423,-0.026,5.624,0.246,-0.246,290.6,20.6,-20.6,1.64,0.49,-0.21,758.0,,,78.26,68.8,-25.83,15.6,1.0,5959.0,167.0,-188.0,4.46,0.067,-0.202,0.966,0.287,-0.123,15.16,1
K00144.01,Kepler-472 b,1.0,0,0,0,0,4.176254191,1.799e-06,-1.799e-06,133.090415,0.000356,-0.000356,0.715,0.08,-0.486,3.6716,0.0386,-0.0386,1360.1,6.2,-6.2,03.07,0.2,-0.11,876.0,,,139.48,32.11,-20.03,249.7,1.0,4957.0,100.0,-100.0,4.594,0.014,-0.06,0.776,0.051,-0.028,13.698,1
K01093.01,,0.0,1,0,1,0,0.528755447,7.6e-07,-7.6e-07,133.38227,0.00117,-0.00117,1.204,0.091,-0.099,5.714,0.271,-0.271,408.5,6.6,-6.6,47.75,7.53,-11.29,3271.0,,,27241.45,11275.39,-12099.61,100.1,1.0,6151.0,83.0,-73.0,3.92,0.196,-0.098,1.954,0.308,-0.462,14.662,0
K01094.01,Kepler-766 b,0.994,0,0,0,0,6.10027621,1.621e-05,-1.621e-05,135.58656,0.00233,-0.00233,0.015,0.36,-0.015,4.7476,0.0647,-0.0647,766.6,19.6,-19.6,2.59,0.82,-0.28,990.0,,,227.15,222.45,-68.49,43.2,1.0,5957.0,195.0,-195.0,4.506,0.039,-0.208,0.937,0.299,-0.1,15.678,1
K01097.01,,,0,0,0,0,10.9110487,0.0001169,-0.0001169,142.52714,0.00892,-0.00892,0.9761,0.4458,-0.0301,7.033,0.51,-0.51,401.9,26.4,-26.4,2.36,01.01,-0.18,786.0,,,90.07,115.22,-22.05,28.3,,5903.0,166.0,-170.0,4.546,0.03,-0.304,0.864,0.37,-0.068,15.172,0
K00150.01,Kepler-112 b,1.0,0,0,0,0,8.408878137,6.128e-06,-6.128e-06,134.006366,0.000606,-0.000606,0.018,0.307,-0.018,3.4967,0.0196,-0.0196,798.9,6.1,-6.1,2.28,0.19,-0.2,809.0,,,101.22,28.04,-23.26,147.2,1.0,5551.0,111.0,-111.0,4.508,0.077,-0.063,0.812,0.07,-0.07,13.771,1
K01161.02,Kepler-272 d,0.991,0,0,0,0,10.93725572,4.273e-05,-4.273e-05,136.98549,0.00292,-0.00292,0.866,0.079,-0.595,3.0822,0.0987,-0.0987,421.6,18.2,-18.2,2.41,0.27,-0.32,777.0,,,86.28,26.58,-25.39,24.6,2.0,5334.0,79.0,-79.0,4.372,0.132,-0.077,1.004,0.111,-0.135,14.678,1
K01161.03,Kepler-272 b,0.961,0,0,0,0,2.97136658,1.06e-05,-1.06e-05,134.38662,0.00262,-0.00262,0.349,0.102,-0.349,2.716,0.0852,-0.0852,233.3,10.0,-10.0,1.52,0.17,-0.2,1200.0,,,490.13,150.98,-144.22,25.6,3.0,5334.0,79.0,-79.0,4.372,0.132,-0.077,1.004,0.111,-0.135,14.678,1
K01162.01,Kepler-782 b,0.999,0,0,0,0,158.6850022,0.000466,-0.000466,173.94993,0.00207,-0.00207,0.034,0.38,-0.034,11.5372,0.0794,-0.0794,898.3,10.5,-10.5,03.08,0.44,-0.49,350.0,,,3.53,1.43,-1.2,97.4,1.0,5751.0,103.0,-103.0,4.34,0.156,-0.104,1.034,0.149,-0.164,12.783,1
K01163.01,Kepler-273 b,1.0,0,0,0,0,2.936527336,5.136e-06,-5.136e-06,135.71829,0.00141,-0.00141,0.524,0.071,-0.415,1.771,0.0433,-0.0433,352.3,11.3,-11.3,1.92,0.21,-0.26,1209.0,,,505.22,156.2,-147.71,34.7,1.0,5359.0,80.0,-72.0,4.375,0.132,-0.077,1.002,0.111,-0.136,14.968,1
K00955.01,Kepler-741 b,1.0,0,0,0,0,7.03902016,1.467e-05,-1.467e-05,175.73059,0.00161,-0.00161,0.015,0.353,-0.015,3.8633,0.0487,-0.0487,529.8,11.2,-11.2,2.45,0.8,-0.27,1051.0,,,288.92,278.92,-88.31,54.3,1.0,6321.0,169.0,-206.0,4.434,0.054,-0.216,1.058,0.349,-0.116,15.067,1
K00956.01,Kepler-742 b,1.0,0,0,0,0,8.360870704,6.061e-06,-6.061e-06,175.64459,0.000571,-0.000571,0.494,0.002,-0.477,2.7144,0.0338,-0.0338,2039.7,19.2,-19.2,3.67,0.22,-0.36,690.0,,,53.68,14.26,-14.96,120.9,1.0,4743.0,142.0,-142.0,4.516,0.102,-0.748,0.81,0.049,-0.079,15.223,1
K00957.01,,0.0,0,0,1,0,3.14051153,5.466e-06,-5.466e-06,178.4691,0.00136,-0.00136,1.251,0.321,-0.213,8.2806,0.0708,-0.0708,1444.4,12.2,-12.2,31.01,9.33,-3.98,1306.0,,,689.48,623.44,-225.63,139.5,1.0,6108.0,183.0,-183.0,4.443,0.084,-0.196,0.974,0.293,-0.125,15.246,0
K00958.01,Kepler-1731 b,1.0,0,0,0,0,21.76129812,1.727e-05,-1.727e-05,166.540438,0.000641,-0.000641,0.123,0.288,-0.123,1.243,0.026,-0.026,1300.7,26.8,-26.8,2.53,0.16,-0.1,486.0,,,13.18,3.0,-1.98,60.0,1.0,4859.0,97.0,-97.0,4.612,0.015,-0.045,0.72,0.047,-0.029,12.559,1
K00959.01,,0.729,0,1,0,0,12.713794177,2.6e-07,-2.6e-07,175.0725677,1.5e-05,-1.5e-05,0.485,0.081,-0.072,2.44093,0.00378,-0.00378,36719.0,12.0,-12.0,2.31,0.0,0.0,181.0,,,0.26,0.0,0.0,2981.3,1.0,2661.0,0.0,0.0,5.283,0.0,0.0,0.116,0.0,0.0,13.102,0
K00960.01,,0.0,0,1,0,0,15.801100028,1.767e-06,-1.767e-06,177.1533515,8.86e-05,-8.86e-05,0.512,0.011,-0.007,6.37505,0.0052,-0.0052,37545.0,27.1,-27.1,15.61,2.83,-1.2,614.0,,,33.6,19.07,-7.92,1642.2,1.0,5383.0,159.0,-143.0,4.587,0.03,-0.12,0.789,0.143,-0.061,15.513,0
K01034.01,,0.0,0,0,1,0,1.739428983,1.164e-06,-1.164e-06,354.889074,0.000502,-0.000502,4.246,6.822,-1.239,2.4894,0.0256,-0.0256,5897.4,56.8,-56.8,268.65,51.42,-23.53,1268.0,,,612.49,396.89,-169.48,130.0,1.0,5415.0,206.0,-187.0,4.603,0.037,-0.112,0.742,0.142,-0.065,15.929,0
K01035.01,,0.0,0,1,1,0,1.217266418,2.06e-07,-2.06e-07,133.328666,0.000141,-0.000141,0.878,0.002,-0.002,3.3208,0.0126,-0.0126,5811.5,12.6,-12.6,14.49,2.46,-2.46,2378.0,,,7548.29,3241.96,-2609.5,603.4,1.0,6631.0,73.0,-86.0,4.145,0.132,-0.108,1.638,0.278,-0.278,13.371,0
K01036.01,,0.0,0,1,0,0,19.563092517,1.628e-06,-1.628e-06,134.3548284,6.89e-05,-6.89e-05,0.842,0.0,-0.001,6.9547,0.00413,-0.00413,12992.0,7.1,-7.1,23.76,05.01,-7.51,965.0,,,205.39,131.15,-118.82,2477.0,1.0,6208.0,175.0,-159.0,3.959,0.285,-0.114,1.831,0.386,-0.579,11.115,0
K01037.01,,0.0,0,1,1,1,3.7228551,4.852e-06,-4.852e-06,179.30315,0.00106,-0.00106,0.911,0.002,-0.002,12.8164,0.0756,-0.0756,2969.2,12.6,-12.6,5.67,1.35,-0.45,1118.0,,,368.33,251.92,-91.77,294.8,1.0,5873.0,141.0,-177.0,4.547,0.04,-0.16,0.863,0.205,-0.068,15.513,0
K00138.01,,0.0,0,1,0,0,48.93786896,2.097e-05,-2.097e-05,140.76639,0.000353,-0.000353,0.981,0.021,-0.018,6.5868,0.033,-0.033,7240.1,24.4,-24.4,24.19,6.7,-6.7,764.0,,,80.37,65.96,-45.27,445.7,1.0,7066.0,197.0,-310.0,4.094,0.203,-0.166,1.761,0.488,-0.488,13.96,0
K01098.01,,0.0,0,1,1,0,5.48990788,1.678e-05,-1.678e-05,134.10438,0.00252,-0.00252,1.199,18.31,-0.152,04.02,0.129,-0.129,598.9,18.9,-18.9,23.6,6.18,-2.21,1039.0,,,275.65,211.83,-77.37,36.7,1.0,5982.0,160.0,-195.0,4.493,0.046,-0.184,0.96,0.251,-0.09,15.03,0
K01099.01,Kepler-767 b,1.0,0,0,0,0,161.5278347,0.0003206,-0.0003206,198.00137,0.00146,-0.00146,0.0,0.333,0.0,3.6734,0.0575,-0.0575,4653.6,99.6,-99.6,8.19,1.36,-1.23,366.0,,,4.25,1.85,-1.35,54.7,1.0,5778.0,78.0,-78.0,4.285,0.137,-0.112,1.213,0.201,-0.183,15.435,1
K01100.01,,0.0,1,0,1,1,0.73093905,2.264e-06,-2.264e-06,355.90306,0.00226,-0.00226,0.018,0.354,-0.018,2.8437,0.069,-0.069,451.1,10.4,-10.4,1.45,0.12,-0.13,1488.0,,,1159.62,394.39,-327.72,52.4,1.0,4768.0,168.0,-168.0,4.588,0.05,-0.036,0.711,0.057,-0.064,15.736,0
K01101.01,Kepler-768 b,1.0,0,0,0,0,11.39102358,8.858e-05,-8.858e-05,137.70864,0.00584,-0.00584,0.732,0.239,-0.515,2.303,0.198,-0.198,448.6,50.8,-50.8,1.67,0.21,-0.12,618.0,,,34.55,14.81,-8.03,10.5,1.0,4983.0,150.0,-150.0,4.617,0.025,-0.075,0.728,0.092,-0.05,15.681,1
K01102.01,Kepler-24 c,1.0,0,0,0,0,12.33343853,7.767e-05,-7.767e-05,137.58782,0.00513,-0.00513,0.979,5.779,-0.028,6.221,0.239,-0.239,536.4,20.7,-20.7,4.12,0.61,-0.84,915.0,,,165.3,70.19,-67.44,31.7,1.0,5896.0,117.0,-105.0,4.197,0.195,-0.105,1.24,0.183,-0.251,14.925,1
K01163.02,Kepler-273 c,1.0,0,0,0,0,8.01500821,3.259e-05,-3.259e-05,134.8277,0.00324,-0.00324,0.645,0.032,-0.484,3.0137,0.0915,-0.0915,363.0,14.0,-14.0,2.0,0.22,-0.27,865.0,,,132.46,40.95,-38.73,28.6,2.0,5359.0,80.0,-72.0,4.375,0.132,-0.077,1.002,0.111,-0.136,14.968,1
K01164.01,,0.0,0,0,1,1,0.933749941,1.973e-06,-1.973e-06,133.38422,0.00195,-0.00195,1.225,0.069,-0.209,6.606,0.124,-0.124,415.3,5.9,-5.9,12.93,0.83,-0.84,919.0,,,168.44,34.77,-31.19,88.8,1.0,3682.0,58.0,-65.0,4.786,0.028,-0.039,0.48,0.031,-0.031,14.96,0
K01165.01,Kepler-783 c,1.0,0,0,0,0,7.053934488,7.693e-06,-7.693e-06,136.357253,0.000874,-0.000874,0.899,0.003,-0.623,1.7244,0.0315,-0.0315,511.5,10.6,-10.6,2.36,0.2,-0.17,840.0,,,117.33,32.05,-24.79,56.3,1.0,5357.0,107.0,-107.0,4.498,0.058,-0.065,0.863,0.073,-0.065,13.916,1
K01165.02,Kepler-783 b,1.0,0,0,0,0,4.29263699,3.78e-05,-3.78e-05,134.80018,0.00691,-0.00691,0.454,0.495,-0.251,2.7,0.223,-0.223,61.4,6.4,-6.4,0.68,0.06,-0.05,991.0,,,227.69,62.2,-48.1,11.4,2.0,5357.0,107.0,-107.0,4.498,0.058,-0.065,0.863,0.073,-0.065,13.916,1
K01166.01,Kepler-1738 b,0.994,0,0,0,0,7.6746614,2.378e-05,-2.378e-05,133.22431,0.00265,-0.00265,0.939,0.007,-0.651,1.9374,0.0698,-0.0698,503.0,28.3,-28.3,2.8,0.89,-0.29,957.0,,,198.67,191.59,-62.8,20.8,1.0,6063.0,190.0,-232.0,4.47,0.054,-0.216,1.001,0.318,-0.106,15.44,1
K01167.01,,0.0,1,0,1,1,0.445275074,4.95e-07,-4.95e-07,133.971372,0.000955,-0.000955,0.639,0.44,-0.638,2.276,0.902,-0.902,254.7,22.8,-22.8,1.21,0.21,-0.08,1950.0,,,3419.7,1832.09,-777.85,86.3,1.0,5346.0,160.0,-144.0,4.621,0.032,-0.104,0.725,0.122,-0.052,14.507,0
K00961.01,Kepler-42 b,1.0,0,0,0,0,1.213770423,3.27e-07,-3.27e-07,170.483645,0.000195,-0.000195,0.83,0.009,-0.578,0.5532,0.00939,-0.00939,1821.0,19.5,-19.5,0.78,0.2,-0.09,525.0,,,18.03,12.33,-4.31,111.4,1.0,3292.0,44.0,-24.0,5.215,0.053,-0.098,0.148,0.039,-0.017,15.92,1
K00961.02,Kepler-42 c,0.0,0,0,0,0,0.453287416,1.02e-07,-1.02e-07,133.869741,0.000186,-0.000186,0.81,0.068,-0.329,0.4445,0.015,-0.015,1461.5,11.3,-11.3,0.76,0.19,-0.09,729.0,,,66.14,45.21,-15.82,150.4,3.0,3292.0,44.0,-24.0,5.215,0.053,-0.098,0.148,0.039,-0.017,15.92,1
K00132.01,,0.0,0,1,0,0,10.810132734,1.829e-06,-1.829e-06,132.95157,0.00014,-0.00014,0.948,0.003,-0.005,4.4618,0.0115,-0.0115,6165.2,12.0,-12.0,13.95,4.3,-2.5,985.0,,,222.68,200.72,-93.05,806.5,1.0,6211.0,167.0,-223.0,4.269,0.153,-0.187,1.284,0.395,-0.23,13.794,0
K00961.03,Kepler-42 d,1.0,0,0,0,0,1.865114193,1.005e-06,-1.005e-06,133.792344,0.000476,-0.000476,0.785,0.129,-0.541,0.4279,0.0221,-0.0221,1124.8,22.1,-22.1,0.66,0.17,-0.08,455.0,,,10.1,6.9,-2.42,56.9,2.0,3292.0,44.0,-24.0,5.215,0.053,-0.098,0.148,0.039,-0.017,15.92,1
K00964.01,,0.0,0,1,0,0,3.273699006,2.4e-07,-2.4e-07,171.2385098,5.79e-05,-5.79e-05,0.733,0.038,-0.022,3.07626,0.00742,-0.00742,6862.8,6.6,-6.6,22.36,7.31,-7.3,3060.0,,,20728.79,20023.32,-12817.72,1293.1,1.0,10816.0,304.0,-457.0,4.086,0.22,-0.22,2.493,0.814,-0.814,13.234,0
K00965.01,,0.0,0,1,1,1,7.047103499,2.538e-06,-2.538e-06,175.03337,0.000252,-0.000252,1.047,0.074,-0.088,3.3208,0.0141,-0.0141,71318.0,326.0,-326.0,51.86,15.23,-6.52,955.0,,,196.62,173.55,-66.77,274.9,1.0,5730.0,171.0,-206.0,4.417,0.084,-0.196,1.035,0.304,-0.13,13.361,0
K01038.01,,,0,0,0,1,0.530300102,2.54e-07,-2.54e-07,354.985736,0.000335,-0.000335,1.2507,0.2616,-0.092,2.8502,0.0223,-0.0223,3040.0,17.9,-17.9,35.73,14.46,-3.23,2410.0,,,7972.18,9658.43,-2287.03,207.4,,6184.0,179.0,-225.0,4.448,0.045,-0.269,1.038,0.42,-0.094,15.435,0
K01039.01,,0.0,0,1,1,0,1.073917869,5.51e-07,-5.51e-07,177.924088,0.000435,-0.000435,1.266,1.881,-0.044,2.4305,0.0247,-0.0247,1926.6,16.9,-16.9,33.01,10.6,-3.55,1794.0,,,2450.63,2389.36,-756.68,137.5,1.0,5962.0,187.0,-208.0,4.479,0.054,-0.216,0.959,0.308,-0.103,15.686,0
K01040.01,,0.0,1,0,1,1,4.206096814,9.434e-06,-9.434e-06,136.44854,0.00183,-0.00183,1.239,0.743,-0.119,10.7381,0.0987,-0.0987,1298.1,10.5,-10.5,32.66,10.96,-3.64,1252.0,,,581.11,570.28,-179.19,149.3,1.0,6306.0,168.0,-205.0,4.426,0.054,-0.202,1.076,0.361,-0.12,14.081,0
K01041.01,,0.0,0,1,1,1,19.56313723,2.322e-05,-2.322e-05,369.11182,0.0008,-0.0008,0.908,0.004,-0.004,6.8575,0.0461,-0.0461,5536.0,54.7,-54.7,9.73,2.69,-1.57,706.0,,,58.71,49.0,-22.61,157.8,1.0,5766.0,173.0,-190.0,4.352,0.153,-0.187,1.077,0.298,-0.174,14.035,0
K01042.01,,0.0,0,1,1,1,2.227718792,2.546e-06,-2.546e-06,134.452638,0.000998,-0.000998,01.04,0.501,-0.032,4.9699,0.0472,-0.0472,1039.0,10.0,-10.0,8.88,2.8,-0.93,1400.0,,,906.46,859.25,-271.75,124.3,1.0,6038.0,181.0,-199.0,4.508,0.054,-0.216,0.922,0.291,-0.097,14.85,0
K01043.01,,0.0,0,1,0,0,0.591914504,4.62e-07,-4.62e-07,355.353791,0.000563,-0.000563,1.344,4.781,-0.027,1.0225,0.0395,-0.0395,1057.7,25.3,-25.3,27.21,3.61,-1.96,1646.0,,,1746.78,834.73,-446.58,56.3,1.0,5122.0,184.0,-184.0,4.659,0.033,-0.077,0.655,0.087,-0.047,15.643,0
K01360.01,Kepler-290 c,1.0,0,0,0,0,36.7704935,0.0001285,-0.0001285,164.29112,0.00258,-0.00258,0.545,0.368,-0.319,4.42,0.105,-0.105,1346.6,34.0,-34.0,2.83,0.36,-0.25,437.0,,,8.6,3.72,-2.23,40.8,1.0,5142.0,153.0,-153.0,4.602,0.033,-0.083,0.755,0.097,-0.065,15.596,1
K01360.02,Kepler-290 b,1.0,0,0,0,0,14.58932429,4.34e-05,-4.34e-05,141.93498,0.00252,-0.00252,0.694,0.204,-0.477,2.4184,0.0774,-0.0774,831.3,30.8,-30.8,2.32,0.3,-0.2,594.0,,,29.53,12.75,-7.67,29.3,2.0,5142.0,153.0,-153.0,4.602,0.033,-0.083,0.755,0.097,-0.065,15.596,1
K01360.03,Kepler-290 d,0.921,0,0,0,0,0.764017553,3.767e-06,-3.767e-06,132.2214,0.00448,-0.00448,0.442,0.5,-0.237,1.103,0.143,-0.143,128.2,13.0,-13.0,0.86,0.12,-0.07,1589.0,,,1503.79,649.53,-390.73,13.2,3.0,5142.0,153.0,-153.0,4.602,0.033,-0.083,0.755,0.097,-0.065,15.596,1
K01361.01,Kepler-61 b,0.998,0,0,0,0,59.8780258,0.0001502,-0.0001502,151.1847,0.0021,-0.0021,0.004,0.411,-0.004,4.8027,0.0705,-0.0705,1419.1,32.3,-32.3,2.19,0.08,-0.14,273.0,,,1.31,0.22,-0.24,51.8,1.0,4016.0,79.0,-79.0,4.658,0.039,-0.015,0.599,0.023,-0.037,14.995,1
K01426.02,Kepler-297 c,0.907,0,0,0,0,74.92768653,6.28e-05,-6.28e-05,124.99266,0.00073,-0.00073,0.796,0.011,-0.06,4.74,0.0776,-0.0776,4119.2,28.6,-28.6,6.39,0.7,-0.58,409.0,,,6.62,2.21,-1.57,161.5,1.0,5618.0,112.0,-112.0,4.46,0.081,-0.09,0.897,0.099,-0.081,14.232,1
K01426.03,Kepler-297 d,0.999,0,0,0,0,150.0189511,0.0001744,-0.0001744,224.685714,0.000916,-0.000916,1.252,67.03,-0.169,4.3823,0.0486,-0.0486,4319.7,46.8,-46.8,32.6,3.6,-2.94,325.0,,,2.62,0.88,-0.62,106.2,2.0,5618.0,112.0,-112.0,4.46,0.081,-0.09,0.897,0.099,-0.081,14.232,1
K01427.01,Kepler-844 b,0.999,0,0,0,0,2.613020421,6.11e-06,-6.11e-06,133.11283,0.00194,-0.00194,0.891,0.044,-0.623,1.9588,0.0542,-0.0542,599.7,22.3,-22.3,1.5,0.08,-0.13,713.0,,,61.24,12.12,-14.52,31.1,1.0,3883.0,70.0,-85.0,4.725,0.049,-0.025,0.517,0.029,-0.045,15.84,1
K01428.01,Kepler-845 b,1.0,0,0,0,0,0.927859786,5.53e-07,-5.53e-07,133.905978,0.000535,-0.000535,0.795,0.078,-0.536,1.4279,0.0228,-0.0228,515.3,6.5,-6.5,1.79,0.16,-0.05,1361.0,,,813.3,221.1,-95.04,99.8,1.0,4815.0,76.0,-86.0,4.631,0.007,-0.06,0.699,0.065,-0.018,14.631,1
K01429.01,Kepler-1750 b,0.997,0,0,0,0,205.912735,0.001169,-0.001169,252.74129,0.00324,-0.00324,0.196,0.228,-0.196,9.992,0.153,-0.153,2378.8,53.9,-53.9,4.68,0.68,-0.32,298.0,,,1.85,0.72,-0.34,49.4,1.0,5644.0,76.0,-84.0,4.457,0.051,-0.11,0.969,0.142,-0.066,15.531,1
